Entry	Entry Name	Gene Names	Length	EC number	Gene Ontology IDs
P0C079	RELB_ECOLI	relB b1564 JW1556	79		GO:0000976; GO:0001217; GO:0006351; GO:0006355; GO:0032993; GO:0040008; GO:0044010; GO:0097351; GO:0110001
P0C093	SLMA_ECOLI	slmA ttk yicB b3641 JW5641	198		GO:0000918; GO:0000976; GO:0003677; GO:0003700; GO:0005737; GO:0006355; GO:0010974; GO:0032272; GO:0042802; GO:0042803; GO:0043565; GO:0043590
P0C0K3	SRKA_ECOLI	srkA rdoA yihE b3859 JW3831	328	2.7.11.1	GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0016310; GO:0106310
P0C0L2	OSMC_ECOLI	osmC b1482 JW1477	143	1.11.1.-	GO:0004601; GO:0005829; GO:0006972; GO:0006979; GO:0033194; GO:0042803; GO:0051920
P0C0L7	PROP_ECOLI	proP b4111 JW4072	500		GO:0005297; GO:0005886; GO:0006865; GO:0007231; GO:0031460; GO:0042803; GO:0071474; GO:0071475; GO:1905647
P0C0R7	RLME_ECOLI	rlmE ftsJ mrsF rrmJ b3179 JW3146	209	2.1.1.166	GO:0000027; GO:0001510; GO:0005829; GO:0008650
P0C0S1	MSCS_ECOLI	mscS yggB b2924 JW2891	286		GO:0005886; GO:0008381; GO:0009992; GO:0016020; GO:0034220; GO:0042802; GO:0051260
P0C0T5	MEPA_ECOLI	mepA b2328 JW2325	274	3.4.24.-	GO:0000270; GO:0004175; GO:0004222; GO:0004252; GO:0006508; GO:0008233; GO:0009252; GO:0009410; GO:0030288; GO:0046872
P0C0V0	DEGP_ECOLI	degP htrA ptd b0161 JW0157	474	3.4.21.107	GO:0004252; GO:0005886; GO:0006457; GO:0006508; GO:0006515; GO:0006979; GO:0008233; GO:0008236; GO:0009266; GO:0009408; GO:0030288; GO:0042597; GO:0042802; GO:0061077
P0C7L2	PAAJ_ECOLI	paaJ paaE ydbW b1397 JW1392	401	2.3.1.174; 2.3.1.223	GO:0003988; GO:0006635; GO:0006974; GO:0010124; GO:0016740; GO:0019619; GO:0033812
P0CE47	EFTU1_ECOLI	tufA b3339 JW3301	394		GO:0003723; GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0006414; GO:0032045; GO:0046677; GO:0097216
P0CE48	EFTU2_ECOLI	tufB b3980 JW3943	394		GO:0003723; GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0006414; GO:0032045; GO:0046677; GO:0097216
P0DM85	CRFC_ECOLI	crfC yjdA b4109 JW4070	742		GO:0000027; GO:0003924; GO:0005525; GO:0005737; GO:0006260; GO:0007059; GO:0043022; GO:0043590; GO:1900231
P0DMC5	RCSC_ECOLI	rcsC b2218 JW5917/JW5920	949	2.7.13.3	GO:0000155; GO:0000160; GO:0004673; GO:0004721; GO:0005524; GO:0005829; GO:0005886; GO:0006355; GO:0030288; GO:0044010; GO:0071470
P0DMC7	RCSB_ECOLI	rcsB b2217 JW2205	216		GO:0000160; GO:0001216; GO:0001217; GO:0003677; GO:0005667; GO:0005829; GO:0006351; GO:0006355; GO:0031346; GO:0042802; GO:0043470; GO:0044011; GO:0045892; GO:0045893; GO:0046677; GO:1901913; GO:1902021; GO:1990451
P0DMC9	RCSA_ECOLI	rcsA b1951 JW1935	207		GO:0003677; GO:0005667; GO:0006351; GO:0045892; GO:0045893; GO:0050896; GO:1901913; GO:1902021
P0DTT0	BIPA_ECOLI	bipA o591 typA yihK b3871 JW5571	607	3.6.5.-	GO:0000027; GO:0000049; GO:0003924; GO:0005525; GO:0005829; GO:0019843; GO:0043022; GO:0097216; GO:1990904
P0DTV7	SPEFL_ECOLI	speFL b4803	34		GO:0006448; GO:0019843; GO:0031556
P10121	FTSY_ECOLI	ftsY b3464 JW3429	497	3.6.5.4	GO:0003924; GO:0005047; GO:0005525; GO:0005829; GO:0005886; GO:0006605; GO:0006614; GO:0009898; GO:0015968; GO:0016887; GO:0042803
P10378	ENTE_ECOLI	entE b0594 JW0586	536	6.2.1.71; 6.3.2.14	GO:0005524; GO:0005829; GO:0008668; GO:0009239; GO:0016020; GO:0016746; GO:0047527
P10408	SECA_ECOLI	secA azi pea prlD b0098 JW0096	901	7.4.2.8	GO:0005524; GO:0005737; GO:0005886; GO:0006605; GO:0006612; GO:0008270; GO:0008564; GO:0009306; GO:0009898; GO:0015031; GO:0017038; GO:0031522; GO:0042802; GO:0043021; GO:0043022; GO:0043952; GO:0061077; GO:0065002; GO:0070678
P10443	DPO3A_ECOLI	dnaE polC b0184 JW0179	1160	2.7.7.7	GO:0003677; GO:0003887; GO:0005737; GO:0005829; GO:0006261; GO:0006272; GO:0006273; GO:0009360; GO:0030894; GO:0044776
P10902	NADB_ECOLI	nadB nicB b2574 JW2558	540	1.4.3.16; 1.5.99.-	GO:0005829; GO:0008734; GO:0034628; GO:0044318; GO:0050660
P10903	NARK_ECOLI	narK b1223 JW1214	463		GO:0005452; GO:0005886; GO:0015112; GO:0015113; GO:0015706; GO:0015707; GO:0042128; GO:0043602
P10905	UGPA_ECOLI	ugpA b3452 JW3417	295		GO:0001406; GO:0001407; GO:0005886; GO:0015169; GO:0015794; GO:0016020; GO:0055052; GO:1902517
P10906	UGPE_ECOLI	ugpE b3451 JW3416	281		GO:0005886; GO:0015169; GO:0015794; GO:0016020; GO:0055052; GO:1902517
P10907	UGPC_ECOLI	ugpC b3450 JW3415	356	7.6.2.10	GO:0001406; GO:0001407; GO:0005524; GO:0008643; GO:0015169; GO:0015430; GO:0015794; GO:0016020; GO:0016887; GO:0055052; GO:1902517
P10908	UGPQ_ECOLI	ugpQ b3449 JW3414	247	3.1.4.46	GO:0000287; GO:0005737; GO:0006071; GO:0006629; GO:0008889; GO:0047389; GO:0047395
P11071	ACEK_ECOLI	aceK b4016 JW3976	578	2.7.11.5; 3.1.3.-	GO:0000287; GO:0004674; GO:0004721; GO:0004722; GO:0005524; GO:0005737; GO:0006006; GO:0006097; GO:0006099; GO:0008772; GO:0016208; GO:0016310; GO:0030145
P11349	NARH_ECOLI	narH b1225 JW1216	512	1.7.5.1	GO:0008940; GO:0009055; GO:0009061; GO:0016020; GO:0019645; GO:0042126; GO:0042128; GO:0044799; GO:0046872; GO:0051538; GO:0051539
P11350	NARI_ECOLI	narI chlI b1227 JW1218	225	1.7.5.1	GO:0005886; GO:0008940; GO:0009055; GO:0009061; GO:0009325; GO:0016020; GO:0019645; GO:0020037; GO:0042126; GO:0042128; GO:0044799; GO:0046872
P11454	ENTF_ECOLI	entF b0586 JW0578	1293	6.2.1.72; 6.3.2.14	GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0009239; GO:0009366; GO:0016779; GO:0031177; GO:0043041; GO:0047527
P11458	NADA_ECOLI	nadA nicA b0750 JW0733	347	2.5.1.72	GO:0005829; GO:0008987; GO:0034628; GO:0046872; GO:0051539
P11551	FUCP_ECOLI	fucP b2801 JW2772	438		GO:0005886; GO:0006004; GO:0015517; GO:0015518; GO:0015535; GO:0015751; GO:0015756; GO:0015757; GO:0016020
P11557	DAMX_ECOLI	damX yhfB b3388 JW3351	428		GO:0005886; GO:0008047; GO:0030428; GO:0032153; GO:0032506; GO:0042834
P11667	ARGO_ECOLI	argO yggA b2923 JW2890	211		GO:0005886; GO:0006865; GO:0015171; GO:0061459; GO:1903826
P11868	TDCD_ECOLI	tdcD yhaA b3115 JW5806	402	2.7.2.15	GO:0005524; GO:0005829; GO:0006083; GO:0006567; GO:0008776; GO:0008980; GO:0016310; GO:0019665; GO:0046872; GO:0070689
P11880	MURF_ECOLI	murF mra b0086 JW0084	452	6.3.2.10	GO:0005524; GO:0005829; GO:0007049; GO:0008360; GO:0008766; GO:0009252; GO:0047480; GO:0051301; GO:0071555
P12008	AROC_ECOLI	aroC b2329 JW2326	361	4.2.3.5	GO:0004107; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0010181; GO:0042802
P12281	MOEA_ECOLI	moeA bisB chlE narE b0827 JW0811	411	2.10.1.1	GO:0005737; GO:0005829; GO:0006777; GO:0042802; GO:0042803; GO:0046872; GO:0061599
P12282	MOEB_ECOLI	moeB chlN b0826 JW0810	249	2.7.7.80	GO:0004792; GO:0005524; GO:0005737; GO:0005829; GO:0006777; GO:0008146; GO:0008641; GO:0016779; GO:0042803; GO:0046872; GO:0061605; GO:1990133
P12295	UNG_ECOLI	ung b2580 JW2564	229	3.2.2.27	GO:0004844; GO:0005737; GO:0097510
P12758	UDP_ECOLI	udp b3831 JW3808	253	2.4.2.3	GO:0004850; GO:0005524; GO:0005829; GO:0006218; GO:0006974; GO:0009166; GO:0030955; GO:0032991; GO:0042802; GO:0044206
P12995	BIOA_ECOLI	bioA b0774 JW0757	429	2.6.1.62	GO:0004015; GO:0005737; GO:0009102; GO:0030170; GO:0042803
P12996	BIOB_ECOLI	bioB b0775 JW0758	346	2.8.1.6	GO:0004076; GO:0005506; GO:0009102; GO:0042803; GO:0051537; GO:0051539
P12998	BIOF_ECOLI	bioF b0776 JW0759	384	2.3.1.47	GO:0008710; GO:0009102; GO:0030170; GO:0042803
P13000	BIOD1_ECOLI	bioD1 b0778 JW0761	225	6.3.3.3	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102; GO:0042803
P13001	BIOH_ECOLI	bioH bioB b3412 JW3375	256	3.1.1.85	GO:0005737; GO:0009102; GO:0052689; GO:0090499
P13009	METH_ECOLI	metH b4019 JW3979	1227	2.1.1.13	GO:0005737; GO:0005829; GO:0008270; GO:0008705; GO:0009086; GO:0031419; GO:0032259; GO:0035999; GO:0046653; GO:0050667
P13029	KATG_ECOLI	katG b3942 JW3914	726	1.11.1.21	GO:0004096; GO:0004601; GO:0005829; GO:0006979; GO:0016491; GO:0020037; GO:0042744; GO:0042802; GO:0046872; GO:0070301
P13035	GLPD_ECOLI	glpD glyD b3426 JW3389	501	1.1.5.3	GO:0004368; GO:0005886; GO:0009055; GO:0009331; GO:0019563; GO:0042803; GO:0046168; GO:0052590; GO:0052591; GO:0071949
P13036	FECA_ECOLI	fecA b4291 JW4251	774		GO:0006355; GO:0006826; GO:0006879; GO:0009279; GO:0015343; GO:0016020; GO:0023019; GO:0033214; GO:0038023; GO:1902495; GO:1990641
P13039	FES_ECOLI	fes b0585 JW0576	400	3.1.1.108	GO:0005506; GO:0005737; GO:0008849; GO:0033214; GO:0046214
P13445	RPOS_ECOLI	rpoS appR katF nur otsX sigS b2741 JW5437	330		GO:0000345; GO:0001000; GO:0003677; GO:0005737; GO:0006352; GO:0016987; GO:0045892; GO:1903865; GO:2000142
P13458	SBCC_ECOLI	sbcC rmuA b0397 JW0387	1048		GO:0000014; GO:0004529; GO:0005524; GO:0006260; GO:0006281; GO:0006302; GO:0006310; GO:0008296; GO:0016887; GO:1990238; GO:1990391
P13482	TREA_ECOLI	treA osmA b1197 JW1186	565	3.2.1.28	GO:0004555; GO:0005993; GO:0006974; GO:0030288; GO:0071474
P13518	CSRD_ECOLI	csrD yhdA b3252 JW3221	646		GO:0005886; GO:0032991; GO:0034661; GO:0042802; GO:0051252
P13656	CHIA_ECOLI	chiA yheB b3338 JW3300	897	3.2.1.14; 3.2.1.17	GO:0000272; GO:0003796; GO:0005576; GO:0006032; GO:0008061; GO:0008843; GO:0030246; GO:0030288
P13738	NHAA_ECOLI	nhaA ant b0019 JW0018	388		GO:0005886; GO:0009651; GO:0010446; GO:0015385; GO:0051453; GO:1901612
P14081	SELB_ECOLI	selB fdhA b3590 JW3563	614		GO:0000049; GO:0001514; GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0016259; GO:0019003; GO:0035368
P14175	PROV_ECOLI	proV b2677 JW2652	400		GO:0005034; GO:0005275; GO:0005524; GO:0006972; GO:0016020; GO:0016887; GO:0031460; GO:0043190; GO:0071470; GO:0089718; GO:1903804; GO:1990222
P14176	PROW_ECOLI	proW b2678 JW2653	354		GO:0005275; GO:0005886; GO:0006972; GO:0015226; GO:0015871; GO:0016020; GO:0031460; GO:0043190; GO:0071470; GO:0089718; GO:1902603; GO:1903804; GO:1990222
P14294	TOP3_ECOLI	topB b1763 JW1752	653	5.6.2.1	GO:0000287; GO:0003917; GO:0006261; GO:0006265; GO:0006310; GO:0043597; GO:0051304; GO:0098847
P14377	ZRAS_ECOLI	zraS hydH b4003 JW3967	465	2.7.13.3	GO:0000155; GO:0004673; GO:0005524; GO:0005886; GO:0007165; GO:0016020; GO:0036460; GO:0071284; GO:0071294
P14407	FUMB_ECOLI	fumB b4122 JW4083	548	4.2.1.2; 4.2.1.81	GO:0004333; GO:0005829; GO:0006099; GO:0006974; GO:0042803; GO:0044010; GO:0046872; GO:0047808; GO:0051539
P14900	MURD_ECOLI	murD b0088 JW0086	438	6.3.2.9	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008764; GO:0009252; GO:0042802; GO:0051301; GO:0071555
P15005	MCRB_ECOLI	mcrB rglB b4346 JW5871	459	3.1.21.-	GO:0003677; GO:0003924; GO:0004519; GO:0005524; GO:0005525; GO:0006308; GO:0009307; GO:0010385; GO:0015666; GO:0016887; GO:0042802; GO:0044729; GO:1905348
P15028	FECB_ECOLI	fecB b4290 JW4250	300		GO:0006879; GO:0010039; GO:0016020; GO:0030288; GO:0033212; GO:0033214; GO:0034755; GO:0055052
P15029	FECD_ECOLI	fecD b4288 JW4248	318		GO:0005886; GO:0006879; GO:0015603; GO:0016020; GO:0022857; GO:0033212; GO:0033214; GO:0034755; GO:0055052
P15030	FECC_ECOLI	fecC b4289 JW4249	332		GO:0005886; GO:0006879; GO:0015603; GO:0016020; GO:0022857; GO:0033212; GO:0033214; GO:0034755; GO:0055052
P15034	AMPP_ECOLI	pepP b2908 JW2876	441	3.4.11.9	GO:0004177; GO:0005829; GO:0006508; GO:0008235; GO:0030145; GO:0032991; GO:0042802; GO:0051289; GO:0070006
P15042	DNLJ_ECOLI	ligA dnaL lig lop pdeC b2411 JW2403	671	6.5.1.2	GO:0003677; GO:0003911; GO:0005829; GO:0006260; GO:0006266; GO:0006288; GO:0046872; GO:0070403
P15043	RECQ_ECOLI	recQ b3822 JW5855	609	3.6.4.12	GO:0003677; GO:0003678; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0006974; GO:0008094; GO:0008270; GO:0009378; GO:0009432; GO:0016887; GO:0017116; GO:0017117; GO:0030894; GO:0032508; GO:0043138; GO:0043590; GO:0046914
P15047	ENTA_ECOLI	entA b0596 JW0588	248	1.3.1.28	GO:0005829; GO:0008667; GO:0009239; GO:0032991; GO:0042802
P15067	GLGX_ECOLI	glgX glyX b3431 JW3394	657	3.2.1.196	GO:0004133; GO:0004135; GO:0005980; GO:0006974
P15254	PUR4_ECOLI	purL purI b2557 JW2541	1295	6.3.5.3	GO:0004642; GO:0005524; GO:0005737; GO:0005829; GO:0006164; GO:0006189; GO:0006541; GO:0016887; GO:0046872
P15288	PEPD_ECOLI	pepD pepH b0237 JW0227	485	3.4.13.18	GO:0005829; GO:0006508; GO:0008270; GO:0016805; GO:0042803; GO:0043171; GO:0070573; GO:0103046
P15373	PRLF_ECOLI	prlF sohA b3129 JW3098	111		GO:0001558; GO:0003677; GO:0003700; GO:0005737; GO:0006355; GO:0019899; GO:0040008; GO:0042802; GO:0044010; GO:0045892; GO:0097351; GO:0110001
P15640	PUR2_ECOLI	purD b4005 JW3969	429	6.3.4.13	GO:0004637; GO:0005524; GO:0006164; GO:0006189; GO:0006974; GO:0009113; GO:0016887; GO:0046872
P15723	DGTP_ECOLI	dgt b0160 JW0156	505	3.1.5.1	GO:0000287; GO:0003697; GO:0003924; GO:0006203; GO:0008832; GO:0015949; GO:0030145; GO:0042802; GO:0050897
P15770	AROE_ECOLI	aroE b3281 JW3242	272	1.1.1.25	GO:0000166; GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661
P15877	DHG_ECOLI	gcd b0124 JW0120	796	1.1.5.2	GO:0000287; GO:0005886; GO:0008876; GO:0016020; GO:0030288; GO:0048039; GO:0070968
P15993	AROP_ECOLI	aroP b0112 JW0108	457		GO:0005302; GO:0005886; GO:0015192; GO:0015196; GO:0015823; GO:0015827; GO:0015828
P16384	MIAA_ECOLI	miaA trpX b4171 JW4129	316	2.5.1.75	GO:0005524; GO:0006400; GO:0034605; GO:0052381; GO:1990497
P16456	SELD_ECOLI	selD fdhB b1764 JW1753	347	2.7.9.3	GO:0000287; GO:0004756; GO:0005524; GO:0005737; GO:0005829; GO:0016260; GO:0016310; GO:0042802; GO:0042803; GO:0070329
P16528	ICLR_ECOLI	iclR b4018 JW3978	274		GO:0003677; GO:0003700; GO:0005829; GO:0006097; GO:0006355; GO:0045892
P16659	SYP_ECOLI	proS drpA b0194 JW0190	572	6.1.1.15	GO:0004827; GO:0005524; GO:0005829; GO:0006433; GO:0043906; GO:0106074
P16686	PHNH_ECOLI	phnH b4100 JW4061	194	2.7.8.37	GO:0015716; GO:0019634; GO:0019700; GO:0042802; GO:0042803; GO:0061693; GO:0061694; GO:1904176
P16687	PHNI_ECOLI	phnI b4099 JW4060	354	2.7.8.37	GO:0015716; GO:0019634; GO:0019700; GO:0061693; GO:0061694; GO:1904176
P16688	PHNJ_ECOLI	phnJ b4098 JW4059	281	4.7.1.1	GO:0015716; GO:0016829; GO:0019634; GO:0019700; GO:0046872; GO:0051539; GO:0061694; GO:0098848; GO:1904176
P16692	PHNP_ECOLI	phnP b4092 JW4053	252	3.1.4.55	GO:0019700; GO:0030145; GO:0042803; GO:0103043
P16703	CYSM_ECOLI	cysM b2421 JW2414	303	2.5.1.47	GO:0004124; GO:0005737; GO:0006535; GO:0016226; GO:0019344; GO:0019345; GO:0019450; GO:0030170; GO:0042803; GO:0080146
P16869	FHUE_ECOLI	fhuE b1102 JW1088	729		GO:0006879; GO:0009279; GO:0015092; GO:0015343; GO:0015344; GO:0015687; GO:0016020; GO:0038023; GO:0044718; GO:0072711; GO:1902495
P16926	MREC_ECOLI	mreC b3250 JW3219	367		GO:0005886; GO:0008360; GO:0009252; GO:0043621; GO:0071963
P17109	MEND_ECOLI	menD b2264 JW5374	556	2.2.1.9	GO:0000287; GO:0009234; GO:0030145; GO:0030976; GO:0042803; GO:0070204
P17115	GUTQ_ECOLI	gutQ srlQ b2708 JW5431	321	5.3.1.13	GO:0005524; GO:0019146; GO:0019294; GO:0042802; GO:0044010; GO:0046872; GO:0051289
P17117	NFSA_ECOLI	nfsA mda18 mdaA ybjB b0851 JW0835	240	1.-.-.-	GO:0003955; GO:0005829; GO:0010181; GO:0016657; GO:0034567; GO:0042803
P17169	GLMS_ECOLI	glmS b3729 JW3707	609	2.6.1.16	GO:0004360; GO:0005829; GO:0005975; GO:0006002; GO:0006047; GO:0006048; GO:0006487; GO:0006541; GO:0097367
P17411	CHBF_ECOLI	chbF celF ydjD b1734 JW1723	450	3.2.1.86	GO:0005975; GO:0008706; GO:0016616; GO:0042802; GO:0046872; GO:0052777; GO:0103047
P17443	MURG_ECOLI	murG b0090 JW0088	355	2.4.1.227	GO:0005886; GO:0005975; GO:0007049; GO:0008360; GO:0009252; GO:0030259; GO:0050511; GO:0051301; GO:0051991; GO:0071555
P17444	BETA_ECOLI	betA b0311 JW0303	556	1.1.99.1; 1.2.1.8	GO:0005886; GO:0006970; GO:0008802; GO:0008812; GO:0016020; GO:0019285; GO:0050660
P17445	BETB_ECOLI	betB b0312 JW0304	490	1.2.1.8	GO:0005829; GO:0006970; GO:0008802; GO:0010165; GO:0019285; GO:0032991; GO:0042802; GO:0046872; GO:0051289
P17846	CYSI_ECOLI	cysI b2763 JW2733	570	1.8.1.2	GO:0000103; GO:0004783; GO:0009337; GO:0016002; GO:0019344; GO:0020037; GO:0046872; GO:0050311; GO:0050661; GO:0051539; GO:0070814
P17854	CYSH_ECOLI	cysH b2762 JW2732	244	1.8.4.8	GO:0004604; GO:0005737; GO:0006790; GO:0019379; GO:0070814
P17888	PRIA_ECOLI	priA b3935 JW3906	732	3.6.4.-	GO:0003677; GO:0004386; GO:0005524; GO:0006260; GO:0006261; GO:0006268; GO:0006269; GO:0006270; GO:0006276; GO:0006302; GO:0006310; GO:0008270; GO:0010332; GO:0016787; GO:0031297; GO:0043138; GO:0046677; GO:1990077; GO:1990158; GO:1990159
P17952	MURC_ECOLI	murC b0091 JW0089	491	6.3.2.8	GO:0000287; GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008763; GO:0009252; GO:0042803; GO:0051301; GO:0071555
P17993	UBIG_ECOLI	ubiG pufX yfaB b2232 JW2226	240	2.1.1.222; 2.1.1.64	GO:0004395; GO:0005829; GO:0006744; GO:0008425; GO:0008689; GO:0009898; GO:0032259; GO:0042538; GO:0043431; GO:0099119; GO:0102208; GO:0110142; GO:1901611
P18196	MINC_ECOLI	minC b1176 JW1165	231		GO:0000902; GO:0000917; GO:0005829; GO:0032955; GO:0042802; GO:0051301; GO:0051302; GO:0060187
P18200	PGPA_ECOLI	pgpA yajN b0418 JW0408	172	3.1.3.27	GO:0005886; GO:0006655; GO:0008962; GO:0009395; GO:0032026; GO:0042577; GO:0046474; GO:0046839; GO:0046872
P18335	ARGD_ECOLI	argD dapC dtu b3359 JW3322	406	2.6.1.11; 2.6.1.17	GO:0003992; GO:0005737; GO:0009016; GO:0030170; GO:0033359; GO:0042450; GO:0042802
P18775	DMSA_ECOLI	dmsA b0894 JW5118	814	1.8.5.3	GO:0005886; GO:0009055; GO:0009061; GO:0009389; GO:0009390; GO:0018907; GO:0019645; GO:0030151; GO:0030288; GO:0043546; GO:0051539
P18776	DMSB_ECOLI	dmsB b0895 JW0878	205		GO:0009061; GO:0009389; GO:0009390; GO:0018907; GO:0019645; GO:0046872; GO:0051539
P18843	NADE_ECOLI	nadE efg ntrL b1740 JW1729	275	6.3.1.5	GO:0000287; GO:0003952; GO:0004359; GO:0005524; GO:0005829; GO:0006974; GO:0008795; GO:0034355; GO:0034628; GO:0042803
P18956	GGT_ECOLI	ggt b3447 JW3412	580	2.3.2.2; 3.4.19.13	GO:0006750; GO:0006751; GO:0030288; GO:0034722; GO:0036374; GO:0042597; GO:0043102; GO:0097264; GO:0103068
P19318	NARY_ECOLI	narY b1467 JW1462	514	1.7.5.1	GO:0005886; GO:0006974; GO:0008940; GO:0009055; GO:0009061; GO:0009325; GO:0016020; GO:0019645; GO:0042126; GO:0042128; GO:0046872; GO:0051536; GO:0051538; GO:0051539
P19319	NARZ_ECOLI	narZ b1468 JW1463	1246	1.7.5.1	GO:0005886; GO:0008940; GO:0009061; GO:0009325; GO:0016020; GO:0019645; GO:0042126; GO:0042128; GO:0043546; GO:0046872; GO:0051539
P19624	PDXA_ECOLI	pdxA b0052 JW0051	329	1.1.1.262	GO:0000287; GO:0005737; GO:0008270; GO:0008615; GO:0042802; GO:0042803; GO:0042823; GO:0050570; GO:0050897; GO:0051287
P19636	EUTC_ECOLI	eutC b2440 JW2433	295	4.3.1.7	GO:0006520; GO:0008851; GO:0009350; GO:0031419; GO:0031471; GO:0046336
P19925	ENTD_ECOLI	entD b0583 JW5085	206	2.7.8.-	GO:0000287; GO:0008897; GO:0009237; GO:0009239; GO:0009366; GO:0016020
P19926	AGP_ECOLI	agp b1002 JW0987	413	3.1.3.10	GO:0006007; GO:0008877; GO:0016158; GO:0016311; GO:0030288; GO:0050308
P19934	TOLA_ECOLI	tolA cim excC lky b0739 JW0729	421		GO:0005886; GO:0007049; GO:0016020; GO:0017038; GO:0019534; GO:0019904; GO:0032153; GO:0043213; GO:0046718; GO:0046790; GO:0051301; GO:0071237; GO:0097718; GO:1905153
P20083	PARE_ECOLI	parE nfxD b3030 JW2998	630	5.6.2.2	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005829; GO:0006265; GO:0007059; GO:0007062; GO:0009330; GO:0030541; GO:0046677; GO:0046872; GO:0051276
P20966	PTFBC_ECOLI	fruA ptsF b2167 JW2154	563	2.7.1.202	GO:0005351; GO:0005886; GO:0009401; GO:0016301; GO:0016310; GO:0022877; GO:0090563; GO:0090582; GO:1902495; GO:1990539
P21151	FADA_ECOLI	fadA oldA b3845 JW5578	387	2.3.1.16	GO:0003988; GO:0005737; GO:0006635; GO:0009062; GO:0010124; GO:0036125
P21156	CYSD_ECOLI	cysD b2752 JW2722	302	2.7.7.4	GO:0000103; GO:0004781; GO:0005524; GO:0006790; GO:0006979; GO:0009336; GO:0019419; GO:0070814
P21165	PEPQ_ECOLI	pepQ b3847 JW3823	443	3.4.13.9	GO:0004177; GO:0005829; GO:0006508; GO:0016795; GO:0016805; GO:0030145; GO:0042803; GO:0043171; GO:0070573; GO:0102009
P21170	SPEA_ECOLI	speA b2938 JW2905	658	4.1.1.19	GO:0000287; GO:0006527; GO:0008295; GO:0008792; GO:0009446; GO:0030170; GO:0033388; GO:0042597; GO:0042802; GO:0051289
P21177	FADB_ECOLI	fadB oldB b3846 JW3822	729	1.1.1.35; 4.2.1.17; 5.1.2.3; 5.3.3.8	GO:0003857; GO:0004165; GO:0004300; GO:0006635; GO:0008692; GO:0016509; GO:0036125; GO:0070403
P21179	CATE_ECOLI	katE b1732 JW1721	753	1.11.1.6	GO:0004096; GO:0005506; GO:0005737; GO:0005829; GO:0006972; GO:0006974; GO:0006979; GO:0020037; GO:0042744; GO:0042802
P21338	RNI_ECOLI	rna rnsA b0611 JW0603	268	4.6.1.21	GO:0003723; GO:0005737; GO:0006401; GO:0008847; GO:0030288; GO:0033897
P21369	PNCA_ECOLI	pncA nam ydjB b1768 JW1757	213	3.5.1.-; 3.5.1.19	GO:0005829; GO:0008936; GO:0016811; GO:0019365; GO:0046872
P21437	GLPX2_ECOLI	yggF yggK b2930 JW2897	321	3.1.3.11	GO:0006071; GO:0006094; GO:0030145; GO:0030388; GO:0042132
P21499	RNR_ECOLI	rnr vacB yjeC b4179 JW5741	813	3.1.13.1	GO:0000175; GO:0003723; GO:0004540; GO:0005829; GO:0006402; GO:0008859; GO:0008997; GO:0009409; GO:0016896; GO:0034458; GO:0034470
P21507	SRMB_ECOLI	srmB rbaB rhlA b2576 JW2560	444	3.6.4.13	GO:0000027; GO:0003724; GO:0005524; GO:0005829; GO:0008143; GO:0008186; GO:0016887; GO:0031555; GO:0033592
P21513	RNE_ECOLI	rne ams hmp1 b1084 JW1071	1061	3.1.26.12	GO:0000049; GO:0000287; GO:0000967; GO:0003723; GO:0004521; GO:0004540; GO:0005737; GO:0006364; GO:0006396; GO:0006401; GO:0006402; GO:0008033; GO:0008270; GO:0008312; GO:0008995; GO:0009898; GO:0016020; GO:0017151; GO:0019843; GO:0042802; GO:0051259; GO:0051289; GO:0060090; GO:1902280; GO:1902555; GO:1990061
P21514	PDEL_ECOLI	pdeL yahA b0315 JW0307	362	3.1.4.52	GO:0000976; GO:0042803; GO:0045893; GO:0046872; GO:0071111
P21599	KPYK2_ECOLI	pykA b1854 JW1843	480	2.7.1.40	GO:0000287; GO:0004743; GO:0005524; GO:0005737; GO:0005829; GO:0006096; GO:0016208; GO:0016301; GO:0016310; GO:0030955; GO:0042802; GO:1902912
P21645	LPXD_ECOLI	lpxD firA omsA b0179 JW0174	341	2.3.1.191	GO:0005737; GO:0005829; GO:0009245; GO:0016410; GO:0042802; GO:0046677; GO:0103118
P21693	DBPA_ECOLI	dbpA b1343 JW1337	457	3.6.4.13	GO:0000027; GO:0003724; GO:0005524; GO:0005829; GO:0016887; GO:0019843; GO:0033677; GO:0034458; GO:0043531
P21829	YBHA_ECOLI	ybhA b0766 JW0749	272	3.1.3.74	GO:0000287; GO:0005829; GO:0016773; GO:0016791; GO:0032361; GO:0033883; GO:0050308
